chrom	start	end	nSites	recombRate
Pseudochr1	8481000	8514000	495	4.734574254358814e-10
Pseudochr1	8514000	8547000	660	8.144495706314666e-10
Pseudochr1	8547000	8580000	811	5.901015082625372e-10
Pseudochr1	8580000	8613000	592	3.062263254530744e-10
Pseudochr1	8613000	8646000	431	3.9871157735495575e-10
Pseudochr1	8646000	8679000	536	2.598761683523638e-10
Pseudochr1	8679000	8712000	555	6.931855480283148e-10
Pseudochr1	8712000	8745000	558	8.130802079032239e-10
Pseudochr1	8745000	8778000	463	3.6653180215594693e-10
Pseudochr1	8778000	8811000	523	5.0825180062837e-10
Pseudochr1	8811000	8844000	549	6.658684044368801e-10
Pseudochr1	8844000	8877000	630	6.487658903579258e-10
Pseudochr1	8877000	8910000	606	3.538215538758895e-10
Pseudochr1	8910000	8943000	599	7.935170060860546e-10
Pseudochr1	8943000	8976000	697	8.200600249650255e-10
Pseudochr1	8976000	9009000	635	7.031039690495311e-10
Pseudochr1	9009000	9042000	703	4.688320925075837e-10
Pseudochr1	9042000	9075000	625	4.4028240630053763e-10
Pseudochr1	9075000	9108000	634	5.957678854317016e-10
Pseudochr1	9108000	9141000	594	4.4073402053525803e-10
Pseudochr1	9141000	9174000	535	6.296197866039459e-10
Pseudochr1	9174000	9207000	625	7.383464736709605e-10
Pseudochr1	9207000	9240000	731	4.0586181801369215e-10
Pseudochr1	9240000	9273000	603	5.243696911314603e-10
Pseudochr1	9273000	9306000	694	9.290462263481609e-10
Pseudochr1	9306000	9339000	621	4.5602119971774924e-10
Pseudochr1	9339000	9372000	564	3.595223642450188e-10
Pseudochr1	9372000	9405000	483	2.468488027463644e-10
Pseudochr1	9405000	9438000	672	1.2832233727540428e-09
Pseudochr1	9438000	9471000	628	7.800144623205397e-10
Pseudochr1	9471000	9504000	717	7.146323703409135e-10
Pseudochr1	9504000	9537000	800	9.298471093907182e-10
Pseudochr1	9537000	9570000	631	7.46608284401817e-10
Pseudochr1	9570000	9603000	543	3.0635103171704365e-10
Pseudochr1	9603000	9636000	509	2.7893125229824355e-10
Pseudochr1	9636000	9669000	523	4.5224342133798523e-10
Pseudochr1	9669000	9702000	224	4.717988238279334e-10
Pseudochr1	9702000	9735000	360	4.740336629630049e-10
Pseudochr1	9735000	9768000	340	5.053023273937859e-10
Pseudochr1	9768000	9801000	477	5.195955072134347e-10
Pseudochr1	9801000	9834000	580	7.909193322920758e-10
Pseudochr1	9834000	9867000	557	5.946266115388889e-10
Pseudochr1	9867000	9900000	684	8.362997177272688e-10
Pseudochr1	9900000	9933000	523	7.338006275030636e-10
Pseudochr1	9933000	9966000	599	6.375963410902739e-10
Pseudochr1	9966000	9999000	1003	8.222314738235352e-10
Pseudochr1	9999000	10032000	639	2.7579932458962847e-10
Pseudochr1	10032000	10065000	422	7.037306532888924e-10
Pseudochr1	10065000	10098000	538	6.25891210362927e-10
Pseudochr1	10098000	10131000	683	1.189824427593936e-09
Pseudochr1	10131000	10164000	415	4.2668444523391507e-10
Pseudochr1	10164000	10197000	587	5.918499680766587e-10
Pseudochr1	10197000	10230000	658	7.859762182653066e-10
Pseudochr1	10230000	10263000	609	9.424780990821817e-10
Pseudochr1	10263000	10296000	717	7.196426913362889e-10
Pseudochr1	10296000	10329000	548	6.699231419045545e-10
Pseudochr1	10329000	10362000	454	5.15717665124857e-10
Pseudochr1	10362000	10395000	562	5.586191920488416e-10
Pseudochr1	10395000	10428000	562	8.735189991700569e-10
Pseudochr1	10428000	10461000	486	3.6159233887808974e-10
Pseudochr1	10461000	10494000	538	1.025672215746063e-09
Pseudochr1	10494000	10527000	428	1.011441969859362e-09
Pseudochr1	10527000	10560000	370	7.578125157841323e-10
Pseudochr1	10560000	10593000	407	8.139508285471557e-10
Pseudochr1	10593000	10626000	533	2.016371695686921e-09
Pseudochr1	10626000	10659000	627	9.427695574512824e-10
Pseudochr1	10659000	10692000	680	4.916203991021886e-10
Pseudochr1	10692000	10725000	510	5.724031753668408e-10
Pseudochr1	10725000	10758000	572	6.91064131024212e-10
Pseudochr1	10758000	10791000	658	6.783749575219643e-10
Pseudochr1	10791000	10824000	621	7.890712236269714e-10
Pseudochr1	10824000	10857000	488	7.217708290372523e-10
Pseudochr1	10857000	10890000	474	7.255307685302876e-10
Pseudochr1	10890000	10923000	496	4.4755088144108114e-10
Pseudochr1	10923000	10956000	542	3.282764340233714e-10
Pseudochr1	10956000	10989000	561	4.3656810116890163e-10
Pseudochr1	10989000	11022000	507	1.1755133051731005e-09
Pseudochr1	11022000	11055000	526	6.191345038425846e-10
Pseudochr1	11055000	11088000	486	7.735039324370548e-10
Pseudochr1	11088000	11121000	624	1.2504509783293125e-09
Pseudochr1	11121000	11154000	609	1.09713599906937e-09
Pseudochr1	11154000	11187000	621	1.0049886073849757e-09
Pseudochr1	11187000	11220000	532	9.996313407856166e-10
Pseudochr1	11220000	11253000	555	5.83611970185296e-10
Pseudochr1	11253000	11286000	505	5.981568857367366e-10
Pseudochr1	11286000	11319000	989	1.35675269173163e-09
Pseudochr1	11319000	11352000	927	1.1199489274762391e-09
Pseudochr1	11352000	11385000	665	9.903425909801442e-10
Pseudochr1	11385000	11418000	1060	1.2080169391378033e-09
Pseudochr1	11418000	11451000	733	1.612147998535542e-09
Pseudochr1	11451000	11484000	742	1.5299876246147035e-09
Pseudochr1	11484000	11517000	726	1.0588945494170214e-09
Pseudochr1	11517000	11550000	743	5.877768938928583e-10
Pseudochr1	11550000	11583000	721	1.0143909867503322e-09
Pseudochr1	11583000	11616000	676	1.1684019003930595e-09
Pseudochr1	11616000	11649000	657	7.401745861886153e-10
Pseudochr1	11649000	11682000	691	9.653629638369292e-10
Pseudochr1	11682000	11715000	790	1.169431997572913e-09
Pseudochr1	11715000	11748000	684	9.35560531437907e-10
Pseudochr1	11748000	11781000	713	1.679827241296441e-09
Pseudochr1	11781000	11814000	772	1.2247189922490182e-09
Pseudochr1	11814000	11847000	786	5.744548132837859e-10
Pseudochr1	11847000	11880000	795	1.3885023734458964e-09
Pseudochr1	11880000	11913000	881	1.6406656577180424e-09
Pseudochr1	11913000	11946000	537	5.136649485775516e-10
Pseudochr1	11946000	11979000	629	5.759857216513822e-10
Pseudochr1	11979000	12012000	608	5.030341336891097e-10
Pseudochr1	12012000	12045000	619	8.116404852868599e-10
Pseudochr1	12045000	12078000	677	1.0091987920818893e-09
Pseudochr1	12078000	12111000	609	7.04400731657366e-10
Pseudochr1	12111000	12144000	739	5.428896914470421e-10
Pseudochr1	12144000	12177000	749	1.6444238548081877e-09
Pseudochr1	12177000	12210000	628	1.1258242063061543e-09
Pseudochr1	12210000	12243000	554	1.156179084135698e-09
Pseudochr1	12243000	12276000	636	9.607621904922208e-10
Pseudochr1	12276000	12309000	618	6.512707189693487e-10
Pseudochr1	12309000	12342000	688	5.709244561143721e-10
Pseudochr1	12342000	12375000	667	1.0900835611442689e-09
Pseudochr1	12375000	12408000	430	9.221032486617435e-10
Pseudochr1	12408000	12441000	480	5.284527219032024e-10
Pseudochr1	12441000	12474000	734	1.0877666423873532e-09
Pseudochr1	12474000	12507000	674	1.3518574834128844e-09
Pseudochr1	12507000	12540000	752	1.622412576930863e-09
Pseudochr1	12540000	12573000	956	1.5717610078962234e-09
Pseudochr1	12573000	12606000	1006	1.2611289988531884e-09
Pseudochr1	12606000	12639000	734	6.903212036206318e-10
Pseudochr1	12639000	12672000	823	5.623065314214689e-10
Pseudochr1	12672000	12705000	504	6.506378948340901e-10
Pseudochr1	12705000	12738000	403	4.5474310571230487e-10
Pseudochr1	12738000	12771000	600	6.290713445514929e-10
Pseudochr1	12771000	12804000	684	1.1833847139421862e-09
Pseudochr1	12804000	12837000	799	1.0193428957631164e-09
Pseudochr1	12837000	12870000	794	9.650307042001594e-10
Pseudochr1	12870000	12903000	553	9.522111408816592e-10
Pseudochr1	12903000	12936000	679	7.44671147246201e-10
Pseudochr1	12936000	12969000	526	8.09913800132416e-11
Pseudochr1	12969000	13002000	576	4.472482011676548e-10
Pseudochr1	13002000	13035000	703	8.647359610604545e-10
Pseudochr1	13035000	13068000	277	4.252723521490892e-10
Pseudochr1	13068000	13101000	1035	2.157502264153198e-09
Pseudochr1	13101000	13134000	596	2.137055083269942e-09
Pseudochr1	13134000	13167000	329	8.359666698606203e-10
Pseudochr1	13167000	13200000	682	2.0843281464504292e-09
Pseudochr1	13200000	13233000	618	9.988521548076155e-10
Pseudochr1	13233000	13266000	765	1.3688456730450876e-09
Pseudochr1	13266000	13299000	859	8.830368749555367e-10
Pseudochr1	13299000	13332000	805	9.42836370304949e-10
Pseudochr1	13332000	13365000	748	1.1323614841482868e-09
Pseudochr1	13365000	13398000	826	1.054241151356463e-09
Pseudochr1	13398000	13431000	707	8.94928276848959e-10
Pseudochr1	13431000	13464000	418	1.1424585325800436e-09
Pseudochr1	13464000	13497000	628	9.273994067026105e-10
Pseudochr1	13497000	13530000	709	8.40251321538181e-10
Pseudochr1	13530000	13563000	541	7.010814541523153e-10
Pseudochr1	13563000	13596000	764	1.0183117251386252e-09
Pseudochr1	13596000	13629000	668	8.128061528201296e-10
Pseudochr1	13629000	13662000	646	1.1405455816359694e-09
Pseudochr1	13662000	13695000	799	9.002129225850185e-10
Pseudochr1	13695000	13728000	664	1.1545931967340612e-09
Pseudochr1	13728000	13761000	606	6.062286086094735e-10
Pseudochr1	13761000	13794000	771	6.559464986098842e-10
Pseudochr1	13794000	13827000	640	8.183856587595031e-10
Pseudochr1	13827000	13860000	605	6.024695818036663e-10
Pseudochr1	13860000	13893000	805	8.161396184629971e-10
Pseudochr1	13893000	13926000	1056	1.2799584260676717e-09
Pseudochr1	13926000	13959000	888	1.4055665131754923e-09
Pseudochr1	13959000	13992000	718	1.2534599369911252e-09
Pseudochr1	13992000	14025000	660	1.5120667412356193e-09
Pseudochr1	14025000	14058000	797	1.485663384245422e-09
Pseudochr1	14058000	14091000	660	8.316168855036079e-10
Pseudochr1	14091000	14124000	588	7.724448003947608e-10
Pseudochr1	14124000	14157000	537	2.989320461554486e-10
Pseudochr1	14157000	14190000	676	4.792412073711913e-10
Pseudochr1	14190000	14223000	572	8.277699918092155e-10
Pseudochr1	14223000	14256000	507	5.321088639669459e-10
Pseudochr1	14256000	14289000	577	9.416218947478737e-10
Pseudochr1	14289000	14322000	609	7.145923780460146e-10
Pseudochr1	14322000	14355000	791	1.2496768173167883e-09
Pseudochr1	14355000	14388000	733	1.0001203129680098e-09
Pseudochr1	14388000	14421000	811	1.2501816085468462e-09
Pseudochr1	14421000	14454000	825	1.892046022291709e-09
Pseudochr1	14454000	14487000	729	1.1429578554653178e-09
Pseudochr1	14487000	14520000	554	1.6744877720980277e-09
Pseudochr1	14520000	14553000	721	8.125919202362515e-10
Pseudochr1	14553000	14586000	720	5.446728333758271e-10
Pseudochr1	14586000	14619000	651	1.0140756947988465e-09
Pseudochr1	14619000	14652000	563	7.414635494692293e-10
Pseudochr1	14652000	14685000	652	1.529061164106732e-09
Pseudochr1	14685000	14718000	774	1.4185732396044041e-09
Pseudochr1	14718000	14751000	680	1.2126433662536301e-09
Pseudochr1	14751000	14784000	621	6.469333803472634e-10
Pseudochr1	14784000	14817000	773	8.97109516352278e-10
Pseudochr1	14817000	14850000	334	4.882742388096955e-10
Pseudochr1	14850000	14883000	266	8.122563002510515e-10
Pseudochr1	14883000	14916000	365	8.96836000584364e-10
Pseudochr1	14916000	14949000	552	2.03438299733025e-09
Pseudochr1	14949000	14982000	570	5.225820687381016e-10
Pseudochr1	14982000	15015000	507	7.476962075775756e-10
Pseudochr1	15015000	15048000	496	5.78577836350427e-10
Pseudochr1	15048000	15081000	651	6.57872517575632e-10
Pseudochr1	15081000	15114000	641	1.1248061037033368e-09
Pseudochr1	15114000	15147000	592	1.0289001208138574e-09
Pseudochr1	15147000	15180000	637	6.338005578806486e-10
Pseudochr1	15180000	15213000	646	7.315696880316025e-10
Pseudochr1	15213000	15246000	578	4.5474036765062096e-10
Pseudochr1	15246000	15279000	765	1.3212531204552819e-09
Pseudochr1	15279000	15312000	605	8.793403257390634e-10
Pseudochr1	15312000	15345000	815	1.4618627208289573e-09
Pseudochr1	15345000	15378000	614	8.904211784024684e-10
Pseudochr1	15378000	15411000	724	7.225915007983436e-10
Pseudochr1	15411000	15444000	702	7.105024606342795e-10
Pseudochr1	15444000	15477000	772	7.037469986874299e-10
Pseudochr1	15477000	15510000	668	1.4677826798472607e-09
Pseudochr1	15510000	15543000	642	1.1077571373989061e-09
Pseudochr1	15543000	15576000	572	1.1126981563936292e-09
Pseudochr1	15576000	15609000	654	1.0632314524383842e-09
Pseudochr1	15609000	15642000	582	7.225226343984138e-10
Pseudochr1	15642000	15675000	643	9.69902566394471e-10
Pseudochr1	15675000	15708000	620	8.99957847247688e-10
Pseudochr1	15708000	15741000	721	1.9119715609383883e-09
